"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"SampleID"	"CollectionDate"	"SampleNotes"	"ExtractID"	"ExtractDate"	"ExtractKit"	"ExtractedBy"	"ExtractNotes"	"SequenceID"	"LibraryCode"	"LibPrepKit"	"FlowCellType"	"FlowCellSerial"	"FlongleAdapter"	"SeqDevice"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"	"Omega_3"	"Omega_6"	"Methionine"	"Taurine"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Potassium_K"	"Copper_Cu"	"Iodine_I"	"Iron_Fe"	"Manganese_Mn"	"Zinc_Zn"	"Acid_Detergent_Fiber"	"Neutral_Detergent_Fiber"	"Total_Dietary_Fiber"	"Water_Soluble_Carbohydrates"	"Crude_Fiber"	"Starch"	"Beta_Carotene"	"Lycopene"	"Choline"	"Folic_Acid_Vitamin_B9"	"Vitamin_B1_Thiamin"	"Vitamin_B2_Riboflavin"	"Vitamin_B3_Niacin"	"Vitamin_B5_Pantothenic_Acid"	"Vitamin_B6_Pyridoxine"	"Vitamin_B7_Biotin"	"Vitamin_B12_Cobalamin"	"Vitamin_C_Ascorbic_Acid"	"Vitamin_A"	"Vitamin_D3_Cholecalciferol"	"Vitamin_E"	"Vitamin_K"	"Biscuit"	"Gum_Arabic"	"Invertebrates"	"Protein_Rotation"	"Seasonal_Veggie_Rotation"	"Oat_Gel"	"subject_day"
139	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-396"	2024-03-12	""	"hdz-396-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-396-s273"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_139"
139	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-409"	2024-03-12	""	"hdz-409-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-409-s339"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_139"
140	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-345"	2024-03-13	""	"hdz-345-e1"	2024-08-08	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-345-s258"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_140"
140	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-346"	2024-03-13	""	"hdz-346-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-346-s317"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_140"
141	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-221"	2024-03-14	""	"hdz-221-e1"	2024-05-02	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-221-s90"	"hdz4"	"SQK-16S114-24"	"FLO-FLG114"	"AUD364"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_141"
141	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-210"	2024-03-14	""	"hdz-210-e1"	2024-06-06	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-210-s105"	"hdz5"	"SQK-16S114-24"	"FLO-FLG114"	"AVI712"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_141"
141	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-385"	2024-03-14	""	"hdz-385-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-385-s262"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_141"
142	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-408"	2024-03-15	""	"hdz-408-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-408-s338"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_142"
142	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-407"	2024-03-15	"Sample is very red"	"hdz-407-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-407-s337"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_142"
143	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-219"	2024-03-16	""	"hdz-219-e1"	2024-05-02	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-219-s81"	"hdz4"	"SQK-16S114-24"	"FLO-FLG114"	"AUD364"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_143"
144	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-220"	2024-03-17	""	"hdz-220-e1"	2024-05-02	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-220-s85"	"hdz4"	"SQK-16S114-24"	"FLO-FLG114"	"AUD364"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_144"
144	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-393"	2024-03-17	""	"hdz-393-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-393-s270"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_144"
145	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-348"	2024-03-18	""	"hdz-348-e1"	2024-08-08	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-348-s259"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_145"
145	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-340"	2024-03-18	""	"hdz-340-e1"	2024-08-28	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-340-s326"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_145"
146	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-392"	2024-03-19	""	"hdz-392-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-392-s269"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_146"
147	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-341"	2024-03-20	""	"hdz-341-e1"	2024-07-18	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-341-s170"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_147"
147	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-349"	2024-03-20	""	"hdz-349-e1"	2024-07-19	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-349-s173"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_147"
148	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"estrus"	"repro: Culi whistling and actively attempting to get to Warble"	"yes"	"M"	11	"hdz-229"	2024-03-21	""	"hdz-229-e1"	2024-06-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-229-s130"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_148"
148	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	"hdz-218"	2024-03-21	""	"hdz-218-e1"	2024-05-02	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-218-s204"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_148"
149	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	"hdz-211"	2024-03-22	""	"hdz-211-e1"	2024-06-06	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-211-s106"	"hdz5"	"SQK-16S114-24"	"FLO-FLG114"	"AVI712"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_149"
149	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	"hdz-406"	2024-03-22	""	"hdz-406-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-406-s336"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_149"
150	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	"hdz-405"	2024-03-23	""	"hdz-405-e1"	2024-08-23	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-405-s335"	"hdz15"	"SQK-16S114-24"	"FLO-FLG114"	"AVN883"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_150"
150	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	"hdz-391"	2024-03-23	""	"hdz-391-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-391-s268"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_150"
151	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	"hdz-350"	2024-03-24	""	"hdz-350-e1"	2024-07-19	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-350-s174"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_151"
151	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	"hdz-316"	2024-03-24	""	"hdz-316-e1"	2024-08-08	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-316-s256"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_151"
152	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	"hdz-224"	2024-03-25	""	"hdz-224-e1"	2024-06-20	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-224-s123"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_152"
152	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	"hdz-223"	2024-03-25	""	"hdz-223-e1"	2024-06-20	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-223-s122"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_152"
153	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	"hdz-390"	2024-03-26	""	"hdz-390-e1"	2024-08-19	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-390-s267"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_153"
153	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	"hdz-217"	2024-03-26	""	"hdz-217-e1"	2024-05-02	"Quick-DNA Fecal/Soil Microbe"	"WJ"	""	"hdz-217-s89"	"hdz4"	"SQK-16S114-24"	"FLO-FLG114"	"AUD364"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_153"
154	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	"hdz-215"	2024-03-27	""	"hdz-215-e1"	2024-06-14	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-215-s108"	"hdz5"	"SQK-16S114-24"	"FLO-FLG114"	"AVI712"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_154"
154	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	"hdz-212"	2024-03-27	""	"hdz-212-e1"	2024-06-06	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-212-s250"	"hdz11"	"NA"	"NA"	"AVN953"	NA	"NA"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_154"
154	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	"hdz-228"	2024-03-27	""	"hdz-228-e1"	2024-06-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-228-s129"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_154"
156	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	"hdz-227"	2024-03-29	""	"hdz-227-e1"	2024-06-27	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-227-s128"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_156"
