"Organism"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"txid873516"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylopila"	"Methylopila henanensis"
"txid1282438"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylopila"	"Methylopila oligotropha"
"txid595536"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylosinus"	"Methylosinus trichosporium"
"txid1245469"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Nitrobacteraceae"	"Bradyrhizobium"	"Bradyrhizobium oligotrophicum"
"txid1518501"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Nitrobacteraceae"	"Bradyrhizobium"	"Bradyrhizobium valentinum"
"txid1654716"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Nitrobacteraceae"	"Bradyrhizobium"	"Bradyrhizobium viridifuturi"
"txid323097"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Nitrobacteraceae"	"Nitrobacter"	"Nitrobacter hamburgensis"
"txid1513892"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Nitrobacteraceae"	"Rhodopseudomonas"	"Rhodopseudomonas pseudopalustris"
"txid644215"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Nitrobacteraceae"	"Rhodopseudomonas"	"Rhodopseudomonas telluris"
"txid1333996"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Nitrobacteraceae"	"Variibacter"	"Variibacter gotjawalensis"
"txid562969"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Parvibaculaceae"	"Parvibaculum"	"Parvibaculum indicum"
"txid987056"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Parvibaculaceae"	"Rhodoligotrophos"	"Rhodoligotrophos appendicifer"
"txid1868589"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phreatobacteraceae"	"Phreatobacter"	"Phreatobacter cathodiphilus"
"txid768533"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Chelativorans"	"Chelativorans composti"
"txid515947"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Chelativorans"	"Chelativorans intermedius"
"txid1209958"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium abyssinicae"
"txid2233532"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium atlanticum"
"txid39645"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium ciceri"
"txid2502215"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium comanense"
"txid1631247"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium delmotii"
"txid2294114"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium denitrificans"
"txid1777866"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium erdmanii"
"txid2707057"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium hankyongi"
"txid1776423"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium helmanticense"
"txid28104"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium huakuii"
"txid1777867"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium jarvisii"
"txid43617"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium mediterraneum"
"txid2682781"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium microcysteis"
"txid69974"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium plurifarium"
"txid1631249"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium prunaredense"
"txid559315"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium robiniae"
"txid425306"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium tamadayense"
"txid2725666"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium terrae"
"txid39844"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium tianshanense"
"txid1735103"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Nitratireductor"	"Nitratireductor aestuarii"
"txid1231190"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Nitratireductor"	"Nitratireductor indicus"
"txid1670619"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Nitratireductor"	"Nitratireductor soli"
"txid314235"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Phyllobacterium"	"Phyllobacterium brassicacearum"
"txid28101"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Phyllobacterium"	"Phyllobacterium myrsinacearum"
"txid2670329"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Phyllobacterium"	"Phyllobacterium phragmitis"
"txid877384"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Pseudohoeflea"	"Pseudohoeflea suaedae"
"txid2712698"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Salaquimonas"	"Salaquimonas pukyongi"
"txid1590622"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Thalassocola"	"Thalassocola ureilytica"
"txid1502156"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phyllobacteriaceae"	"Tianweitania"	"Tianweitania sediminis"
"txid1482074"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Pleomorphomonadaceae"	"Hartmannibacter"	"Hartmannibacter diazotrophicus"
"txid1439726"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Pleomorphomonadaceae"	"Methylobrevis"	"Methylobrevis pamukkalensis"
"txid1920512"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Pleomorphomonadaceae"	"Oharaeibacter"	"Oharaeibacter diazotrophicus"
"txid2555902"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Propylenellaceae"	"Propylenella"	"Propylenella binzhouense"
"txid1205680"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Reyranellaceae"	"Reyranella"	"Reyranella massiliensis"
"txid2604328"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhabdaerophilaceae"	"Rhabdaerophilum"	"Rhabdaerophilum calidifontis"
"txid2528239"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Agrobacterium"	"Agrobacterium cavarae"
"txid1183401"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Agrobacterium"	"Agrobacterium fabacearum"
"txid358"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Agrobacterium"	"Agrobacterium tumefaciens"
"txid1534408"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Endobacterium"	"Endobacterium yantingense"
"txid28320"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Mycoplana"	"Mycoplana dimorpha"
"txid67774"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Neorhizobium"	"Neorhizobium huautlense"
"txid1191678"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Pseudorhizobium"	"Pseudorhizobium endolithicum"
"txid879568"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium capsici"
"txid1132695"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium helianthi"
"txid508661"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium herbae"
"txid1214924"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium lemnae"
"txid1368418"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium nepotum"
"txid1401443"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium pakistanense"
"txid648995"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium pusense"
"txid2746702"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium rhizolycopersici"
"txid451876"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium rhizoryzae"
"txid1368429"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium soli"
"txid2171756"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium terrae"
"txid398"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium tropici"
"txid1737357"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium wenxiniae"
"txid1905846"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium zeae"
"txid2871820"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Shinella"	"Shinella oryzae"
"txid1121830"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhodovibrionaceae"	"Fodinicurvata"	"Fodinicurvata fenggangensis"
"txid1419723"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhodovibrionaceae"	"Fodinicurvata"	"Fodinicurvata halophila"
"txid1579333"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhodovibrionaceae"	"Limibacillus"	"Limibacillus halophilus"
"txid2762760"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhodovibrionaceae"	"Pelagibius"	"Pelagibius marinus"
"txid1638099"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Salinarimonadaceae"	"Salinarimonas"	"Salinarimonas soli"
"txid2608987"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Segnochrobactraceae"	"Segnochrobactrum"	"Segnochrobactrum spirostomi"
"txid2821844"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"Hongsoonwoonella"	"Hongsoonwoonella zoysiae"
"txid258256"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"Pseudovibrio"	"Pseudovibrio denitrificans"
"txid538381"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"Stappia"	"Stappia indica"
"txid2029869"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Tepidamorphaceae"	"Butyratibacter"	"Butyratibacter algicola"
"txid747076"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Tepidamorphaceae"	"Tepidamorphus"	"Tepidamorphus gemmatus"
"txid223390"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	"Ancylobacter"	"Ancylobacter polymorphus"
"txid331696"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	"Pseudolabrys"	"Pseudolabrys taiwanensis"
"txid266121"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	"Starkeya"	"Starkeya koreensis"
"txid281"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	"Xanthobacter"	"Xanthobacter flavus"
"txid2267266"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"unclassified Hyphomicrobiales family"	"Flaviflagellibacter"	"Flaviflagellibacter deserti"
"txid169056"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"unclassified Hyphomicrobiales family"	"Nordella"	"Nordella oligomobilis"
"txid1235591"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"unclassified Hyphomicrobiales family"	"Pseudorhodoplanes"	"Pseudorhodoplanes sinuspersici"
"txid708113"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"unclassified Hyphomicrobiales family"	"Terrihabitans"	"Terrihabitans soli"
"txid1348470"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomonadales"	"Hyphomonadaceae"	"Asprobacter"	"Asprobacter aquaticus"
"txid2560861"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomonadales"	"Hyphomonadaceae"	"Vitreimonas"	"Vitreimonas flagellata"
"txid1161401"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Maricaulales"	"Maricaulaceae"	"Euryhalocaulis"	"Euryhalocaulis caribicus"
"txid2056226"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Minwuiales"	"Minwuiaceae"	"Minwuia"	"Minwuia thermotolerans"
"txid314260"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvularculales"	"Parvularculaceae"	"Parvularcula"	"Parvularcula bermudensis"
"txid57000"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Amaricoccus"	"Amaricoccus kaplicensis"
"txid57002"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Amaricoccus"	"Amaricoccus tamworthensis"
"txid2488730"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Falsigemmobacter"	"Falsigemmobacter faecalis"
"txid1365611"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Falsirhodobacter"	"Falsirhodobacter deserti"
"txid1146892"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Falsirhodobacter"	"Falsirhodobacter halotolerans"
"txid1553448"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Gemmobacter"	"Gemmobacter intermedius"
"txid1795310"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus acridae"
"txid2049468"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus alimentarius"
"txid1671480"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus angustae"
"txid525640"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus chinensis"
"txid1945662"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus contaminans"
"txid2233774"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus endophyticus"
"txid2491866"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus haematequi"
"txid376733"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus halophilus"
"txid2508543"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus luteus"
"txid59779"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus marcusii"
"txid2032623"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus salipaludis"
"txid53463"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus solventivorans"
"txid1571208"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus speluncae"
"txid2528244"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus subflavus"
"txid384678"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus sulfuroxidans"
"txid147645"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus yeei"
"txid2737662"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Pseudogemmobacter"	"Pseudogemmobacter hezensis"
"txid1783356"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacter"	"Rhodobacter sediminis"
"txid490979"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Roseobacteraceae"	"Rubellimicrobium"	"Rubellimicrobium aerolatum"
"txid1123067"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Roseobacteraceae"	"Rubellimicrobium"	"Rubellimicrobium mesophilum"
"txid687525"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Roseobacteraceae"	"Rubellimicrobium"	"Rubellimicrobium roseum"
"txid2585369"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Roseobacteraceae"	"Rubellimicrobium"	"Rubellimicrobium rubrum"
"txid1969806"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidibrevibacterium"	"Acidibrevibacterium fodinaquatile"
"txid512383"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidisoma"	"Acidisoma sibiricum"
"txid2802396"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidisoma"	"Acidisoma silvae"
"txid50715"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidisphaera"	"Acidisphaera rubrifaciens"
"txid442969"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Ameyamaea"	"Ameyamaea chiangmaiensis"
"txid2804533"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Belnapia"	"Belnapia arida"
"txid77585"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Craurococcus"	"Craurococcus roseus"
"txid1442381"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Dankookia"	"Dankookia rubra"
"txid1071"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Rhodopila"	"Rhodopila globiformis"
"txid504468"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Rhodovastum"	"Rhodovastum atsumiense"
"txid2771361"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseococcus"	"Roseococcus microcysteis"
"txid2835040"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseococcus"	"Roseococcus pinisoli"
"txid1225642"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas aceris"
"txid2038730"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas aerofrigidensis"
"txid1224513"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas aerophila"
"txid373043"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas aquatica"
"txid2078947"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas fluminis"
"txid257708"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas gilardii"
"txid2692566"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas harenae"
"txid198093"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas ludipueritiae"
"txid1854500"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas nepalensis"
"txid2231721"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas radiodurans"
"txid424704"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas vinacea"
"txid182403"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Rubritepida"	"Rubritepida flocculans"
"txid2811429"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Sabulicella"	"Sabulicella rubraurantiaca"
"txid1720247"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"Azospirillum"	"Azospirillum agricola"
"txid403962"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"Azospirillum"	"Azospirillum canadense"
"txid2220096"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"Indioceanicola"	"Indioceanicola profundi"
"txid28077"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"Nitrospirillum"	"Nitrospirillum amazonense"
"txid765888"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"Nitrospirillum"	"Nitrospirillum iridis"
"txid1233113"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"Niveispirillum"	"Niveispirillum fermenti"
"txid1981099"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"Niveispirillum"	"Niveispirillum lacus"
